ticker,name,market,locale,active,currency_symbol,currency_name,base_currency_symbol,base_currency_name,last_updated_utc
X:ICXUSD,Icon - United States Dollar,crypto,global,True,USD,United States Dollar,ICX,Icon,2017-01-01T00:00:00Z
X:ILVUSD,Illuvium - United States Dollar,crypto,global,True,USD,United States Dollar,ILV,Illuvium,2017-01-01T00:00:00Z
X:IMXUSD,Immutable X - United States Dollar,crypto,global,True,USD,United States Dollar,IMX,Immutable X,2017-01-01T00:00:00Z
X:INJUSD,Injective - United States Dollar,crypto,global,True,USD,United States Dollar,INJ,Injective,2017-01-01T00:00:00Z
X:IOTUSD,IOTA - United States Dollar,crypto,global,True,USD,United States Dollar,IOT,IOTA,2017-01-01T00:00:00Z
X:IOTXUSD,IoTeX - United States Dollar,crypto,global,True,USD,United States Dollar,IOTX,IoTeX,2017-01-01T00:00:00Z
X:JASMYUSD,JasmyCoin - United States Dollar,crypto,global,True,USD,United States Dollar,JASMY,JasmyCoin,2017-01-01T00:00:00Z
X:JITOUSD,JITO - United States Dollar,crypto,global,True,USD,United States Dollar,JTO,JITO,2017-01-01T00:00:00Z
X:JSTUSD,JUST - United States Dollar,crypto,global,True,USD,United States Dollar,JST,JUST,2017-01-01T00:00:00Z
X:JUPUSD,Jupiter - United States Dollar,crypto,global,True,USD,United States Dollar,JUP,Jupiter,2017-01-01T00:00:00Z
X:KAVAUSD,Kava - United States Dollar,crypto,global,True,USD,United States Dollar,KAVA,Kava,2017-01-01T00:00:00Z
X:KEEPUSD,Keep Network - United States Dollar,crypto,global,True,USD,United States Dollar,KEEP,Keep Network,2017-01-01T00:00:00Z
X:KNCUSD,Kyber Network - United States Dollar,crypto,global,True,USD,United States Dollar,KNC,Kyber Network,2017-01-01T00:00:00Z
X:KRLUSD,Kryll - United States Dollar,crypto,global,True,USD,United States Dollar,KRL,Kryll,2017-01-01T00:00:00Z
X:KSMUSD,Kusama - United States Dollar,crypto,global,True,USD,United States Dollar,KSM,Kusama,2017-01-01T00:00:00Z
X:LCXUSD,LCX - United States Dollar,crypto,global,True,USD,United States Dollar,LCX,LCX,2017-01-01T00:00:00Z
X:LINKUSD,Chainlink - United States Dollar,crypto,global,True,USD,United States Dollar,LINK,Chainlink,2017-01-01T00:00:00Z
X:LITUSD,Litentry - United States Dollar,crypto,global,True,USD,United States Dollar,LIT,Litentry,2017-01-01T00:00:00Z
X:LOKAUSD,League of Kingdoms Arena - United States Dollar,crypto,global,True,USD,United States Dollar,LOKA,League of Kingdoms Arena,2017-01-01T00:00:00Z
X:LOOMUSD,Loom - United States Dollar,crypto,global,True,USD,United States Dollar,LOOM,Loom,2017-01-01T00:00:00Z
X:LPTUSD,Livepeer - United States Dollar,crypto,global,True,USD,United States Dollar,LPT,Livepeer,2017-01-01T00:00:00Z
X:LQTYUSD,Liquity - United States Dollar,crypto,global,True,USD,United States Dollar,LQTY,Liquity,2017-01-01T00:00:00Z
X:LRCUSD,Loopring - United States Dollar,crypto,global,True,USD,United States Dollar,LRC,Loopring,2017-01-01T00:00:00Z
X:LSKUSD,Lisk - United States Dollar,crypto,global,True,USD,United States Dollar,LSK,Lisk,2017-01-01T00:00:00Z
X:LTCAUD,Litecoin - Australian Dollar,crypto,global,True,AUD,Australian Dollar,LTC,Litecoin,2017-01-01T00:00:00Z
X:LTCBTC,Litecoin - Bitcoin,crypto,global,True,BTC,Bitcoin,LTC,Litecoin,2017-01-01T00:00:00Z
X:LTCEUR,Litecoin - Euro,crypto,global,True,EUR,Euro,LTC,Litecoin,2017-01-01T00:00:00Z
X:LTCUSD,Litecoin - United States Dollar,crypto,global,True,USD,United States Dollar,LTC,Litecoin,2017-01-01T00:00:00Z
X:LUNAUSD,Terra - United States Dollar,crypto,global,True,USD,United States Dollar,LUNA,Terra,2017-01-01T00:00:00Z
X:LYMUSD,Lympo - United States Dollar,crypto,global,True,USD,United States Dollar,LYM,Lympo,2017-01-01T00:00:00Z
X:MAGICUSD,Treasure - United States Dollar,crypto,global,True,USD,United States Dollar,MAGIC,Treasure,2017-01-01T00:00:00Z
X:MANAUSD,Decentraland - United States Dollar,crypto,global,True,USD,United States Dollar,MANA,Decentraland,2017-01-01T00:00:00Z
X:MASKUSD,Mask Network - United States Dollar,crypto,global,True,USD,United States Dollar,MASK,Mask Network,2017-01-01T00:00:00Z
X:MATICUSD,Polygon - United States Dollar,crypto,global,True,USD,United States Dollar,MATIC,Polygon,2017-01-01T00:00:00Z
X:MDTUSD,Measurable Data Token - United States Dollar,crypto,global,True,USD,United States Dollar,MDT,Measurable Data Token,2017-01-01T00:00:00Z
X:METISUSD,Metis - United States Dollar,crypto,global,True,USD,United States Dollar,METIS,Metis,2017-01-01T00:00:00Z
X:MIRUSD,Mirror Protocol - United States Dollar,crypto,global,True,USD,United States Dollar,MIR,Mirror Protocol,2017-01-01T00:00:00Z
X:MKRUSD,Maker - United States Dollar,crypto,global,True,USD,United States Dollar,MKR,Maker,2017-01-01T00:00:00Z
X:MLNUSD,Melon - United States Dollar,crypto,global,True,USD,United States Dollar,MLN,Melon,2017-01-01T00:00:00Z
X:MNAUSD,Decentraland - United States Dollar,crypto,global,True,USD,United States Dollar,MNA,Decentraland,2017-01-01T00:00:00Z
X:MOBUSD,MobileCoin - United States Dollar,crypto,global,True,USD,United States Dollar,MOB,MobileCoin,2017-01-01T00:00:00Z
X:MPLUSD,Maple - United States Dollar,crypto,global,True,USD,United States Dollar,MPL,Maple,2017-01-01T00:00:00Z
X:MSOLUSD,Marinade Staked Sol - United States Dollar,crypto,global,True,USD,United States Dollar,MSOL,Marinade Staked Sol,2017-01-01T00:00:00Z
X:MUSDUSD,mStable USD - United States Dollar,crypto,global,True,USD,United States Dollar,MUSD,mStable USD,2017-01-01T00:00:00Z
X:NANOUSD,Nano - United States Dollar,crypto,global,True,USD,United States Dollar,NANO,Nano,2017-01-01T00:00:00Z
X:NCTUSD,PolySwarm - United States Dollar,crypto,global,True,USD,United States Dollar,NCT,PolySwarm,2017-01-01T00:00:00Z
X:NEARUSD,NEAR Protocol - United States Dollar,crypto,global,True,USD,United States Dollar,NEAR,NEAR Protocol,2017-01-01T00:00:00Z
X:NEOUSD,Neo - United States Dollar,crypto,global,True,USD,United States Dollar,NEO,Neo,2017-01-01T00:00:00Z
X:NEXOUSD,Nexo - United States Dollar,crypto,global,True,USD,United States Dollar,NEXO,Nexo,2017-01-01T00:00:00Z
X:NKNUSD,NKN - United States Dollar,crypto,global,True,USD,United States Dollar,NKN,NKN,2017-01-01T00:00:00Z
X:NMRUSD,Numeraire - United States Dollar,crypto,global,True,USD,United States Dollar,NMR,Numeraire,2017-01-01T00:00:00Z
X:NUUSD,NuCypher - United States Dollar,crypto,global,True,USD,United States Dollar,NU,NuCypher,2017-01-01T00:00:00Z
X:OCEANUSD,Ocean Protocol - United States Dollar,crypto,global,True,USD,United States Dollar,OCEAN,Ocean Protocol,2017-01-01T00:00:00Z
X:OGNUSD,Origin Protocol - United States Dollar,crypto,global,True,USD,United States Dollar,OGN,Origin Protocol,2017-01-01T00:00:00Z
X:OMGUSD,OmiseGO - United States Dollar,crypto,global,True,USD,United States Dollar,OMG,OmiseGO,2017-01-01T00:00:00Z
X:OMNIUSD,Omni Network - United States Dollar,crypto,global,True,USD,United States Dollar,OMNI,Omni Network,2017-01-01T00:00:00Z
X:ONDOUSD,Ondo - United States Dollar,crypto,global,True,USD,United States Dollar,ONDO,Ondo,2017-01-01T00:00:00Z
X:ORCAUER,Orca - Euro,crypto,global,True,Euro,Euro,ORCA,Orca,2017-01-01T00:00:00Z
X:ORCAUSD,Orca - United States Dollar,crypto,global,True,USD,United States Dollar,ORCA,Orca,2017-01-01T00:00:00Z
X:ORNUSD,Orion Protocol - United States Dollar,crypto,global,True,USD,United States Dollar,ORN,Orion Protocol,2017-01-01T00:00:00Z
X:OXTUSD,Orchid - United States Dollar,crypto,global,True,USD,United States Dollar,OXT,Orchid,2017-01-01T00:00:00Z
X:OXYUSD,Oxygen - United States Dollar,crypto,global,True,USD,United States Dollar,OXY,Oxygen,2017-01-01T00:00:00Z
X:PASUSD,Pascal - United States Dollar,crypto,global,True,USD,United States Dollar,PAS,Pascal,2017-01-01T00:00:00Z
X:PAXGUSD,PAX Gold - United States Dollar,crypto,global,True,USD,United States Dollar,PAXG,PAX Gold,2017-01-01T00:00:00Z
X:PAXUSD,Paxos Standard Token - United States Dollar,crypto,global,True,USD,United States Dollar,PAX,Paxos Standard Token,2017-01-01T00:00:00Z
X:PERPUSD,Perpetual Protocol - United States Dollar,crypto,global,True,USD,United States Dollar,PERP,Perpetual Protocol,2017-01-01T00:00:00Z
X:PLANETSUSD,PlanetWatch - United States Dollar,crypto,global,True,USD,United States Dollar,PLANETS,PlanetWatch,2017-01-01T00:00:00Z
X:PLAUSD,PlayDapp - United States Dollar,crypto,global,True,USD,United States Dollar,PLA,PlayDapp,2017-01-01T00:00:00Z
X:PNKUSD,Kleros - United States Dollar,crypto,global,True,USD,United States Dollar,PNK,Kleros,2017-01-01T00:00:00Z
X:POLYUSD,Polymath - United States Dollar,crypto,global,True,USD,United States Dollar,POLY,Polymath,2017-01-01T00:00:00Z
X:PRIMEUSD,Echelon Prime - United States Dollar,crypto,global,True,USD,United States Dollar,PRIME,Echelon Prime,2017-01-01T00:00:00Z
X:PUNDIXUSD,Pundi X (New) - United States Dollar,crypto,global,True,USD,United States Dollar,PUNDIX,Pundi X (New),2017-01-01T00:00:00Z
X:PYRUSD,Vulcan Forged PYR - United States Dollar,crypto,global,True,USD,United States Dollar,PYR,Vulcan Forged PYR,2017-01-01T00:00:00Z
X:PYTHUSD,Pyth Network - United States Dollar,crypto,global,True,USD,United States Dollar,PYTH,Pyth Network,2017-01-01T00:00:00Z
X:QIUSD,BENQI - United States Dollar,crypto,global,True,USD,United States Dollar,QI,BENQI,2017-01-01T00:00:00Z
X:QNTUSD,Quant - United States Dollar,crypto,global,True,USD,United States Dollar,QNT,Quant,2017-01-01T00:00:00Z
X:QRDOUSD,Qredo - United States Dollar,crypto,global,True,USD,United States Dollar,QRDO,Qredo,2017-01-01T00:00:00Z
X:QTFUSD,Quantfury Token - United States Dollar,crypto,global,True,USD,United States Dollar,QTF,Quantfury Token,2017-01-01T00:00:00Z
X:QTMUSD,Quantreum - United States Dollar,crypto,global,True,USD,United States Dollar,QTM,Quantreum,2017-01-01T00:00:00Z
X:QTUMUSD,Quantum - United States Dollar,crypto,global,True,USD,United States Dollar,QTUM,Quantum,2017-01-01T00:00:00Z
X:QUICKUSD,QuickSwap - United States Dollar,crypto,global,True,USD,United States Dollar,QUICK,QuickSwap,2017-01-01T00:00:00Z
X:RAIUSD,Rai Reflex Index - United States Dollar,crypto,global,True,USD,United States Dollar,RAI,Rai Reflex Index,2017-01-01T00:00:00Z
X:RARIEUR,Arcblock - Euro,crypto,global,True,EUR,Euro,RARI,Arcblock,2017-01-01T00:00:00Z
X:RARIUSD,Rarible - United States Dollar,crypto,global,True,USD,United States Dollar,RARI,Rarible,2017-01-01T00:00:00Z
X:REEFUSD,Reef - United States Dollar,crypto,global,True,USD,United States Dollar,REEF,Reef,2017-01-01T00:00:00Z
X:RENUSD,Ren - United States Dollar,crypto,global,True,USD,United States Dollar,REN,Ren,2017-01-01T00:00:00Z
X:REPUSD,Augur - United States Dollar,crypto,global,True,USD,United States Dollar,REP,Augur,2017-01-01T00:00:00Z
X:REQUSD,Request - United States Dollar,crypto,global,True,USD,United States Dollar,REQ,Request,2017-01-01T00:00:00Z
X:RLCUSD,iExec - United States Dollar,crypto,global,True,USD,United States Dollar,RLC,iExec,2017-01-01T00:00:00Z
X:RLYUSD,Rally - United States Dollar,crypto,global,True,USD,United States Dollar,RLY,Rally,2017-01-01T00:00:00Z
X:RNDRUSD,Render Token - United States Dollar,crypto,global,True,USD,United States Dollar,RNDR,Render Token,2017-01-01T00:00:00Z
X:ROSEUSD,Oasis Network - United States Dollar,crypto,global,True,USD,United States Dollar,ROSE,Oasis Network,2017-01-01T00:00:00Z
X:RUNEUSD,Rune - United States Dollar,crypto,global,True,USD,United States Dollar,RUNE,Rune,2017-01-01T00:00:00Z
X:SANDUSD,The Sandbox - United States Dollar,crypto,global,True,USD,United States Dollar,SAND,The Sandbox,2017-01-01T00:00:00Z
X:SCUSD,Siacoin - United States Dollar,crypto,global,True,USD,United States Dollar,SC,Siacoin,2017-01-01T00:00:00Z
X:SEIEUR,Sei - Euro,crypto,global,True,EUR,Euro,SEI,Sei,2017-01-01T00:00:00Z
X:SEIUSD,Sei - United States Dollar,crypto,global,True,USD,United States Dollar,SEI,Sei,2017-01-01T00:00:00Z
