"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
133,"DE","Deere & Co.","Industrials","Farm & Heavy Construction Machinery","USA",96212.51,10.51,349.14,0.91%,1557590
134,"DECK","Deckers Outdoor Corp.","Consumer Cyclical","Footwear & Accessories","USA",22460.66,28.16,883.93,4.82%,396798
135,"DFS","Discover Financial Services","Financial","Credit Services","USA",31408.86,11.09,125.10,1.37%,1024806
136,"DG","Dollar General Corp.","Consumer Defensive","Discount Stores","USA",25985.58,17.21,118.17,-0.28%,2528019
137,"DGX","Quest Diagnostics, Inc.","Healthcare","Diagnostics & Research","USA",16704.68,20.24,150.06,2.69%,799975
138,"DHI","D.R. Horton Inc.","Consumer Cyclical","Residential Construction","USA",56316.89,11.60,172.73,2.21%,2270113
139,"DHR","Danaher Corp.","Healthcare","Diagnostics & Research","USA",194014.50,47.67,268.64,2.02%,2265057
140,"DIS","Walt Disney Co","Communication Services","Entertainment","USA",156708.52,32.97,85.96,0.00%,21881049
141,"DLR","Digital Realty Trust Inc","Real Estate","REIT - Specialty","USA",49000.18,43.85,149.66,1.71%,1160711
142,"DLTR","Dollar Tree Inc","Consumer Defensive","Discount Stores","USA",20404.25,,94.93,-0.11%,1476889
143,"DOC","Healthpeak Properties Inc.","Real Estate","REIT - Healthcare Facilities","USA",14971.80,46.08,21.41,0.85%,3178809
144,"DOV","Dover Corp.","Industrials","Specialty Industrial Machinery","USA",24269.94,16.46,176.56,2.35%,647265
145,"DOW","Dow Inc","Basic Materials","Chemicals","USA",36917.46,32.60,52.67,0.96%,3362593
146,"DPZ","Dominos Pizza Inc","Consumer Cyclical","Restaurants","USA",15307.60,26.91,437.61,2.35%,532200
147,"DRI","Darden Restaurants, Inc.","Consumer Cyclical","Restaurants","USA",17464.51,16.97,144.49,1.85%,936524
148,"DTE","DTE Energy Co.","Utilities","Utilities - Regulated Electric","USA",24819.63,17.89,119.89,-0.17%,804246
149,"DUK","Duke Energy Corp.","Utilities","Utilities - Regulated Electric","USA",86818.45,20.13,112.43,-0.95%,4716546
150,"DVA","DaVita Inc","Healthcare","Medical Care Facilities","USA",11652.03,14.78,138.88,3.66%,865108
151,"DVN","Devon Energy Corp.","Energy","Oil & Gas E&P","USA",28309.68,8.18,45.11,4.49%,8816448
152,"DXCM","Dexcom Inc","Healthcare","Medical Devices","USA",28652.19,44.06,71.50,3.14%,5553859
153,"EA","Electronic Arts, Inc.","Communication Services","Electronic Gaming & Multimedia","USA",38842.69,34.54,147.02,1.81%,1457417
154,"EBAY","EBay Inc.","Consumer Cyclical","Internet Retail","USA",27354.66,10.91,55.94,1.51%,2640201
155,"ECL","Ecolab, Inc.","Basic Materials","Specialty Chemicals","USA",67481.51,39.78,237.16,2.42%,1302973
156,"ED","Consolidated Edison, Inc.","Utilities","Utilities - Regulated Electric","USA",34788.07,19.55,100.50,-0.68%,1784633
157,"EFX","Equifax, Inc.","Industrials","Consulting Services","USA",34737.53,59.89,280.73,1.69%,974991
158,"EG","Everest Group Ltd","Financial","Insurance - Reinsurance","Bermuda",15758.93,5.37,364.20,0.99%,310332
159,"EIX","Edison International","Utilities","Utilities - Regulated Electric","USA",31562.49,32.86,81.73,0.11%,2280224
160,"EL","Estee Lauder Cos., Inc.","Consumer Defensive","Household & Personal Products","USA",32879.95,51.57,91.70,0.14%,4569128
161,"ELV","Elevance Health Inc","Healthcare","Healthcare Plans","USA",122094.73,18.46,526.52,1.03%,611291
162,"EMN","Eastman Chemical Co","Basic Materials","Specialty Chemicals","USA",11155.46,12.83,95.46,1.75%,679852
163,"EMR","Emerson Electric Co.","Industrials","Specialty Industrial Machinery","USA",59847.38,35.02,104.61,5.09%,4877051
164,"ENPH","Enphase Energy Inc","Technology","Solar","USA",14733.70,118.91,108.80,5.20%,3063048
165,"EOG","EOG Resources, Inc.","Energy","Oil & Gas E&P","USA",72092.79,9.78,126.79,2.98%,2667196
166,"EPAM","EPAM Systems Inc","Technology","Information Technology Services","USA",11081.55,27.40,191.16,-8.17%,2003233
167,"EQIX","Equinix Inc","Real Estate","REIT - Specialty","USA",76827.74,74.11,809.48,3.74%,716651
168,"EQR","Equity Residential Properties Trust","Real Estate","REIT - Residential","USA",26687.66,28.43,70.39,0.50%,2382288
169,"EQT","EQT Corp","Energy","Oil & Gas E&P","USA",13671.94,19.64,30.96,2.45%,7107479
170,"ES","Eversource Energy","Utilities","Utilities - Regulated Electric","USA",23176.09,,64.85,-0.75%,2782429
171,"ESS","Essex Property Trust, Inc.","Real Estate","REIT - Residential","USA",17936.00,34.60,279.29,0.67%,240617
172,"ETN","Eaton Corporation plc","Industrials","Specialty Industrial Machinery","Ireland",114445.79,31.62,287.48,3.53%,3887998
173,"ETR","Entergy Corp.","Utilities","Utilities - Regulated Electric","USA",25065.15,14.01,117.22,0.21%,2299050
174,"ETSY","Etsy Inc","Consumer Cyclical","Internet Retail","USA",6222.89,25.19,54.23,1.63%,2427421
175,"EVRG","Evergy Inc","Utilities","Utilities - Regulated Electric","USA",13565.87,19.09,59.00,-0.05%,1967530
176,"EW","Edwards Lifesciences Corp","Healthcare","Medical Devices","USA",38125.90,26.05,63.29,3.64%,6967270
177,"EXC","Exelon Corp.","Utilities","Utilities - Regulated Electric","USA",37558.77,15.48,37.54,-0.79%,7353952
178,"EXPD","Expeditors International Of Washington, Inc.","Industrials","Integrated Freight & Logistics","USA",16825.70,25.57,119.12,1.87%,1206648
179,"EXPE","Expedia Group Inc","Consumer Cyclical","Travel Services","USA",15627.49,22.14,117.97,4.18%,4078840
180,"EXR","Extra Space Storage Inc.","Real Estate","REIT - Industrial","USA",34582.74,42.63,163.18,0.96%,701803
181,"F","Ford Motor Co.","Consumer Cyclical","Auto Manufacturers","USA",40269.28,10.65,10.13,3.68%,72890108
182,"FANG","Diamondback Energy Inc","Energy","Oil & Gas E&P","USA",35220.37,10.21,197.49,3.19%,1319590
183,"FAST","Fastenal Co.","Industrials","Industrial Distribution","USA",37892.25,32.94,66.17,1.83%,2019102
184,"FCX","Freeport-McMoRan Inc","Basic Materials","Copper","USA",58953.55,30.96,41.04,3.85%,10230156
185,"FDS","Factset Research Systems Inc.","Financial","Financial Data & Stock Exchanges","USA",15359.79,30.45,403.78,0.65%,246722
186,"FDX","Fedex Corp","Industrials","Integrated Freight & Logistics","USA",68066.86,16.16,278.62,0.18%,1573304
187,"FE","Firstenergy Corp.","Utilities","Utilities - Regulated Electric","USA",24125.29,27.58,41.89,-0.05%,3422890
188,"FFIV","F5 Inc","Technology","Software - Infrastructure","USA",11035.32,20.36,189.35,1.77%,489950
189,"FI","Fiserv, Inc.","Technology","Information Technology Services","USA",92203.16,27.77,160.15,2.52%,1787016
190,"FICO","Fair Isaac Corp.","Technology","Software - Application","USA",42103.78,90.27,1717.12,2.91%,135333
191,"FIS","Fidelity National Information Services, Inc.","Technology","Information Technology Services","USA",41697.92,579.45,76.43,-0.03%,3194037
192,"FITB","Fifth Third Bancorp","Financial","Banks - Regional","USA",26841.89,12.68,39.66,1.64%,2837260
193,"FMC","FMC Corp.","Basic Materials","Agricultural Inputs","USA",7668.94,5.56,61.44,0.31%,1328640
194,"FOX","Fox Corporation","Communication Services","Entertainment","USA",17124.32,11.49,36.69,0.36%,1191762
195,"FOXA","Fox Corporation","Communication Services","Entertainment","USA",18342.49,12.31,39.30,0.18%,2743772
196,"FRT","Federal Realty Investment Trust.","Real Estate","REIT - Retail","USA",9399.49,32.96,112.34,0.30%,647243
197,"FSLR","First Solar Inc","Technology","Solar","USA",22815.57,19.04,213.13,2.09%,1723542
198,"FTNT","Fortinet Inc","Technology","Software - Infrastructure","USA",52467.40,40.66,68.68,-1.79%,10954002
199,"FTV","Fortive Corp","Technology","Scientific & Technical Instruments","USA",24134.92,27.64,68.89,2.81%,1999553
200,"GD","General Dynamics Corp.","Industrials","Aerospace & Defense","USA",79906.02,22.67,290.80,1.26%,823781
201,"GDDY","Godaddy Inc","Technology","Software - Infrastructure","USA",22109.73,12.54,156.84,2.67%,1062565
202,"GE","GE Aerospace","Industrials","Aerospace & Defense","USA",179572.58,39.30,165.61,2.15%,3842143
203,"GEHC","GE HealthCare Technologies Inc","Healthcare","Medical Devices","USA",37592.25,23.89,82.32,3.76%,1632230
204,"GEN","Gen Digital Inc","Technology","Software - Infrastructure","USA",15220.30,25.94,24.74,1.98%,3842469
205,"GEV","GE Vernova Inc.","Utilities","Utilities - Renewable","USA",48697.31,,177.21,6.71%,2755501
206,"GILD","Gilead Sciences, Inc.","Healthcare","Drug Manufacturers - General","USA",94173.80,210.73,75.59,2.15%,7780672
207,"GIS","General Mills, Inc.","Consumer Defensive","Packaged Foods","USA",38534.68,16.03,69.04,0.28%,2440966
208,"GL","Globe Life Inc","Financial","Insurance - Life","USA",8221.55,8.26,91.31,2.81%,776733
209,"GLW","Corning, Inc.","Technology","Electronic Components","USA",33038.58,76.18,38.61,2.01%,4126952
210,"GM","General Motors Company","Consumer Cyclical","Auto Manufacturers","USA",48025.10,4.80,42.73,5.12%,17717777
211,"GNRC","Generac Holdings Inc","Industrials","Specialty Industrial Machinery","USA",8513.03,36.22,141.53,3.27%,1100924
212,"GOOG","Alphabet Inc","Communication Services","Internet Content & Information","USA",2016870.35,23.50,163.84,1.92%,15707405
213,"GOOGL","Alphabet Inc","Communication Services","Internet Content & Information","USA",1994589.28,23.24,162.03,1.94%,25559015
214,"GPC","Genuine Parts Co.","Consumer Cyclical","Auto Parts","USA",19294.43,16.03,138.49,0.92%,744180
215,"GPN","Global Payments, Inc.","Technology","Software - Infrastructure","USA",26561.31,19.07,104.06,4.62%,3671834
216,"GRMN","Garmin Ltd","Technology","Scientific & Technical Instruments","Switzerland",32122.13,23.38,167.12,2.94%,571639
217,"GS","Goldman Sachs Group, Inc.","Financial","Capital Markets","USA",153406.16,15.60,485.77,2.70%,1936418
218,"GWW","W.W. Grainger Inc.","Industrials","Industrial Distribution","USA",47474.48,26.51,972.24,2.21%,207740
219,"HAL","Halliburton Co.","Energy","Oil & Gas Equipment & Services","USA",27570.78,10.37,31.23,1.59%,6142245
220,"HAS","Hasbro, Inc.","Consumer Cyclical","Leisure","USA",8925.03,,64.02,1.46%,1093697
221,"HBAN","Huntington Bancshares, Inc.","Financial","Banks - Regional","USA",19593.28,12.83,13.49,1.81%,10704021
222,"HCA","HCA Healthcare Inc","Healthcare","Medical Care Facilities","USA",93078.11,16.92,360.67,2.38%,811433
223,"HD","Home Depot, Inc.","Consumer Cyclical","Home Improvement Retail","USA",345417.42,23.37,348.34,1.73%,3591016
224,"HES","Hess Corporation","Energy","Oil & Gas E&P","USA",41117.28,15.53,133.45,1.78%,1469376
225,"HIG","Hartford Financial Services Group Inc.","Financial","Insurance - Property & Casualty","USA",31469.27,11.29,107.40,2.06%,985997
226,"HII","Huntington Ingalls Industries Inc","Industrials","Aerospace & Defense","USA",10062.28,13.61,256.56,1.23%,200882
227,"HLT","Hilton Worldwide Holdings Inc","Consumer Cyclical","Lodging","USA",51270.25,43.45,205.04,0.75%,1967488
228,"HOLX","Hologic, Inc.","Healthcare","Medical Instruments & Supplies","USA",19369.00,28.46,83.39,1.83%,1239370
229,"HON","Honeywell International Inc","Industrials","Conglomerates","USA",129817.06,22.79,199.82,0.96%,2461010
230,"HPE","Hewlett Packard Enterprise Co","Technology","Communication Equipment","USA",22497.29,12.62,17.31,3.53%,9934362
231,"HPQ","HP Inc","Technology","Computer Hardware","USA",32312.05,11.12,33.02,3.12%,5909022
232,"HRL","Hormel Foods Corp.","Consumer Defensive","Packaged Foods","USA",17529.15,22.86,31.97,0.00%,1461732
233,"HSIC","Henry Schein Inc.","Healthcare","Medical Distribution","USA",8636.55,25.20,68.16,3.63%,1847007
234,"HST","Host Hotels & Resorts Inc","Real Estate","REIT - Hotel & Motel","USA",11400.60,15.30,16.23,1.25%,9476707
235,"HSY","Hershey Company","Consumer Defensive","Confectioners","USA",40882.81,22.44,202.10,1.14%,1031567
236,"HUBB","Hubbell Inc.","Industrials","Electrical Equipment & Parts","USA",20064.51,27.63,373.78,4.11%,463827
237,"HUM","Humana Inc.","Healthcare","Healthcare Plans","USA",42178.53,24.97,350.32,1.38%,908561
238,"HWM","Howmet Aerospace Inc","Industrials","Aerospace & Defense","USA",37533.47,40.78,91.96,4.60%,3333186
239,"IBM","International Business Machines Corp.","Technology","Information Technology Services","USA",177422.70,21.23,192.61,3.11%,3711651
240,"ICE","Intercontinental Exchange Inc","Financial","Financial Data & Stock Exchanges","USA",88279.76,38.06,153.76,1.75%,3647862
241,"IDXX","Idexx Laboratories, Inc.","Healthcare","Diagnostics & Research","USA",39830.63,47.97,483.91,3.61%,515222
242,"IEX","Idex Corporation","Industrials","Specialty Industrial Machinery","USA",14750.90,25.48,194.86,2.26%,514460
243,"IFF","International Flavors & Fragrances Inc.","Basic Materials","Specialty Chemicals","USA",24428.31,,95.55,1.42%,1736105
244,"INCY","Incyte Corp.","Healthcare","Biotechnology","USA",11898.83,174.08,61.78,2.47%,2474080
245,"INTC","Intel Corp.","Technology","Semiconductors","USA",87225.93,89.24,20.49,7.90%,96614005
246,"INTU","Intuit Inc","Technology","Software - Application","USA",175031.84,57.86,626.12,2.74%,1042335
247,"INVH","Invitation Homes Inc","Real Estate","REIT - Residential","USA",21716.32,79.02,35.45,0.65%,2953403
248,"IP","International Paper Co.","Consumer Cyclical","Packaging & Containers","USA",15579.54,34.42,44.85,1.29%,2698680
249,"IPG","Interpublic Group Of Cos., Inc.","Communication Services","Advertising Agencies","USA",11432.96,11.29,30.44,1.91%,3111149
250,"IQV","IQVIA Holdings Inc","Healthcare","Diagnostics & Research","USA",43035.56,30.62,236.07,2.81%,635207
251,"IR","Ingersoll-Rand Inc","Industrials","Specialty Industrial Machinery","USA",36506.87,44.73,90.48,3.64%,2580843
252,"IRM","Iron Mountain Inc.","Real Estate","REIT - Specialty","USA",31495.92,138.06,107.37,1.71%,1365548
253,"ISRG","Intuitive Surgical Inc","Healthcare","Medical Instruments & Supplies","USA",164743.81,79.60,463.61,3.19%,1289233
254,"IT","Gartner, Inc.","Technology","Information Technology Services","USA",36911.74,45.61,479.00,2.51%,290298
255,"ITW","Illinois Tool Works, Inc.","Industrials","Specialty Industrial Machinery","USA",71187.71,23.50,239.77,1.23%,800470
256,"IVZ","Invesco Ltd","Financial","Asset Management","USA",7083.47,,15.74,2.67%,4395696
257,"J","Jacobs Solutions Inc","Industrials","Engineering & Construction","USA",17675.80,28.09,142.26,2.04%,1446671
258,"JBHT","J.B. Hunt Transport Services, Inc.","Industrials","Integrated Freight & Logistics","USA",16712.08,28.19,163.86,0.60%,482371
259,"JBL","Jabil Inc","Technology","Electronic Components","USA",11558.40,9.27,101.89,3.50%,1069372
260,"JCI","Johnson Controls International plc","Industrials","Building Products & Equipment","Ireland",45271.04,28.32,67.77,3.06%,6337461
261,"JKHY","Jack Henry & Associates, Inc.","Technology","Information Technology Services","USA",12199.82,32.28,167.35,0.81%,351806
262,"JNJ","Johnson & Johnson","Healthcare","Drug Manufacturers - General","USA",385688.00,23.16,160.22,0.83%,5094738
263,"JNPR","Juniper Networks Inc","Technology","Communication Equipment","USA",12698.99,53.73,38.58,0.47%,1351322
264,"JPM","JPMorgan Chase & Co.","Financial","Banks - Diversified","USA",580583.34,11.38,204.06,1.83%,7757777
265,"K","Kellanova Co","Consumer Defensive","Packaged Foods","USA",25449.26,28.25,74.35,1.91%,4136462
266,"KDP","Keurig Dr Pepper Inc","Consumer Defensive","Beverages - Non-Alcoholic","USA",46825.79,22.02,34.53,-0.14%,5334794
267,"KEY","Keycorp","Financial","Banks - Regional","USA",13714.13,18.94,14.54,2.54%,12561739
268,"KEYS","Keysight Technologies Inc","Technology","Scientific & Technical Instruments","USA",21489.37,26.86,123.12,2.72%,2165943
269,"KHC","Kraft Heinz Co","Consumer Defensive","Packaged Foods","USA",42571.71,22.49,35.21,1.56%,6300473
270,"KIM","Kimco Realty Corporation","Real Estate","REIT - Retail","USA",14688.86,41.05,21.79,1.30%,2891854
271,"KKR","KKR & Co. Inc","Financial","Asset Management","USA",100080.97,26.62,112.78,3.67%,3773947
272,"KLAC","KLA Corp.","Technology","Semiconductor Equipment & Materials","USA",101130.34,37.08,752.29,7.82%,1037338
273,"KMB","Kimberly-Clark Corp.","Consumer Defensive","Household & Personal Products","USA",47573.00,20.91,141.25,0.88%,2144083
274,"KMI","Kinder Morgan Inc","Energy","Oil & Gas Midstream","USA",46833.76,19.24,21.07,1.30%,10588218
275,"KMX","Carmax Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",11835.55,29.79,75.83,2.85%,1162242
276,"KO","Coca-Cola Co","Consumer Defensive","Beverages - Non-Alcoholic","USA",296217.38,27.93,68.73,0.39%,15236505
277,"KR","Kroger Co.","Consumer Defensive","Grocery Stores","USA",39207.63,18.51,54.32,0.78%,3142063
278,"KVUE","Kenvue Inc","Consumer Defensive","Household & Personal Products","USA",40697.36,36.39,21.25,3.06%,21849750
279,"L","Loews Corp.","Financial","Insurance - Property & Casualty","USA",16999.63,11.36,77.44,1.53%,537847
280,"LDOS","Leidos Holdings Inc","Technology","Information Technology Services","USA",19449.43,45.29,144.38,0.84%,832575
281,"LEN","Lennar Corp.","Consumer Cyclical","Residential Construction","USA",46509.00,11.51,169.37,1.57%,1336804
282,"LH","Labcorp Holdings Inc.","Healthcare","Diagnostics & Research","USA",18869.17,42.68,224.74,2.45%,532634
283,"LHX","L3Harris Technologies Inc","Industrials","Aerospace & Defense","USA",43750.92,36.92,230.62,1.67%,765464
284,"LIN","Linde Plc.","Basic Materials","Specialty Chemicals","United Kingdom",213700.35,34.06,447.54,1.29%,1491255
285,"LKQ","LKQ Corp","Consumer Cyclical","Auto Parts","USA",10375.08,14.34,39.41,1.52%,1298388
286,"LLY","Lilly(Eli) & Co","Healthcare","Drug Manufacturers - General","USA",803382.62,105.59,845.31,9.48%,9428957
287,"LMT","Lockheed Martin Corp.","Industrials","Aerospace & Defense","USA",131484.14,20.02,551.62,0.57%,846217
288,"LNT","Alliant Energy Corp.","Utilities","Utilities - Regulated Electric","USA",14338.35,22.83,55.90,-0.05%,964527
289,"LOW","Lowe's Cos., Inc.","Consumer Cyclical","Home Improvement Retail","USA",134670.29,18.98,236.33,2.05%,2084275
290,"LRCX","Lam Research Corp.","Technology","Semiconductor Equipment & Materials","USA",104478.26,27.55,799.13,6.83%,1490475
291,"LULU","Lululemon Athletica inc.","Consumer Cyclical","Apparel Retail","Canada",30218.75,19.37,241.75,3.56%,1762019
292,"LUV","Southwest Airlines Co","Industrials","Airlines","USA",15110.81,213.91,25.22,3.70%,10919194
293,"LVS","Las Vegas Sands Corp","Consumer Cyclical","Resorts & Casinos","USA",29324.64,18.68,39.82,3.48%,6179331
294,"LW","Lamb Weston Holdings Inc","Consumer Defensive","Packaged Foods","USA",8508.14,11.89,59.22,1.93%,2446957
295,"LYB","LyondellBasell Industries NV","Basic Materials","Specialty Chemicals","United Kingdom",31273.66,13.54,96.20,1.43%,1226331
296,"LYV","Live Nation Entertainment Inc","Communication Services","Entertainment","USA",21124.95,87.69,91.72,1.81%,1727568
297,"MA","Mastercard Incorporated","Financial","Credit Services","USA",420883.01,34.81,455.58,1.28%,1585540
298,"MAA","Mid-America Apartment Communities, Inc.","Real Estate","REIT - Residential","USA",17890.82,34.84,153.07,1.43%,754199
299,"MAR","Marriott International, Inc.","Consumer Cyclical","Lodging","USA",60752.02,21.58,215.80,0.48%,1369588
300,"MAS","Masco Corp.","Industrials","Building Products & Equipment","USA",15901.70,17.79,72.86,0.98%,1057958
301,"MCD","McDonald's Corp","Consumer Cyclical","Restaurants","USA",195441.21,23.73,271.19,0.68%,3227101
302,"MCHP","Microchip Technology, Inc.","Technology","Semiconductors","USA",41460.72,30.87,77.28,7.33%,8582069
303,"MCK","Mckesson Corporation","Healthcare","Medical Distribution","USA",71017.52,24.49,547.51,-11.34%,4088198
304,"MCO","Moody's Corp.","Financial","Financial Data & Stock Exchanges","USA",83725.94,45.39,459.78,1.94%,630009
305,"MDLZ","Mondelez International Inc.","Consumer Defensive","Confectioners","USA",93880.02,24.21,70.28,1.24%,6236869
306,"MDT","Medtronic Plc","Healthcare","Medical Devices","Ireland",105415.42,29.77,82.21,1.38%,4088163
307,"MET","Metlife Inc","Financial","Insurance - Life","USA",48777.99,18.80,69.65,1.34%,2496246
308,"META","Meta Platforms Inc","Communication Services","Internet Content & Information","USA",1289272.18,26.02,509.63,4.24%,16114536
309,"MGM","MGM Resorts International","Consumer Cyclical","Resorts & Casinos","USA",11388.34,14.16,37.49,2.88%,5466936
310,"MHK","Mohawk Industries, Inc.","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",9185.85,,145.53,1.46%,473360
311,"MKC","McCormick & Co., Inc.","Consumer Defensive","Packaged Foods","USA",20918.22,28.40,77.87,0.34%,1398050
312,"MKTX","MarketAxess Holdings Inc.","Financial","Capital Markets","USA",8753.85,33.37,231.89,1.12%,300495
313,"MLM","Martin Marietta Materials, Inc.","Basic Materials","Building Materials","USA",33222.73,16.34,538.98,0.13%,829635
314,"MMC","Marsh & McLennan Cos., Inc.","Financial","Insurance Brokers","USA",107887.23,27.20,219.39,0.60%,1418763
315,"MMM","3M Co.","Industrials","Conglomerates","USA",68740.16,73.99,125.13,1.87%,2932576
316,"MNST","Monster Beverage Corp.","Consumer Defensive","Beverages - Non-Alcoholic","USA",46883.06,28.02,45.01,-10.93%,27320212
317,"MO","Altria Group Inc.","Consumer Defensive","Tobacco","USA",86078.80,8.70,50.45,0.84%,7658568
318,"MOH","Molina Healthcare Inc","Healthcare","Healthcare Plans","USA",19741.17,18.45,336.88,0.68%,435890
319,"MOS","Mosaic Company","Basic Materials","Agricultural Inputs","USA",8619.68,36.29,26.82,0.83%,4562982
320,"MPC","Marathon Petroleum Corp","Energy","Oil & Gas Refining & Marketing","USA",58284.52,9.15,174.15,2.83%,2373140
321,"MPWR","Monolithic Power System Inc","Technology","Semiconductors","USA",41121.60,100.33,843.52,11.42%,860853
322,"MRK","Merck & Co Inc","Healthcare","Drug Manufacturers - General","USA",288765.55,21.11,113.92,1.27%,8277333
323,"MRNA","Moderna Inc","Healthcare","Biotechnology","USA",32412.61,,84.32,3.40%,3536805
324,"MRO","Marathon Oil Corporation","Energy","Oil & Gas E&P","USA",15254.29,10.65,27.27,1.53%,4903903
325,"MS","Morgan Stanley","Financial","Capital Markets","USA",153098.09,15.58,94.63,2.74%,6591989
326,"MSCI","MSCI Inc","Financial","Financial Data & Stock Exchanges","USA",41742.70,35.56,530.74,1.21%,288096
327,"MSFT","Microsoft Corporation","Technology","Software - Infrastructure","USA",2993210.90,34.12,402.69,1.07%,20184365
328,"MSI","Motorola Solutions Inc","Technology","Communication Equipment","USA",68768.11,48.27,412.18,1.94%,484172
329,"MTB","M & T Bank Corp","Financial","Banks - Regional","USA",27084.01,12.03,162.17,1.51%,764572
330,"MTCH","Match Group Inc.","Communication Services","Internet Content & Information","USA",8992.62,15.13,34.87,-0.23%,4784869
331,"MTD","Mettler-Toledo International, Inc.","Healthcare","Diagnostics & Research","USA",29804.25,38.39,1395.33,2.75%,71427
332,"MU","Micron Technology Inc.","Technology","Semiconductors","USA",102090.90,,92.07,6.07%,24725762
333,"NCLH","Norwegian Cruise Line Holdings Ltd","Consumer Cyclical","Travel Services","USA",6658.70,19.79,15.52,4.58%,10811074
334,"NDAQ","Nasdaq Inc","Financial","Financial Data & Stock Exchanges","USA",39105.31,39.09,68.04,1.86%,3027372
335,"NDSN","Nordson Corp.","Industrials","Specialty Industrial Machinery","USA",13484.22,28.04,235.45,1.18%,195110
336,"NEE","NextEra Energy Inc","Utilities","Utilities - Regulated Electric","USA",159371.84,25.18,77.54,-0.03%,6935650
337,"NEM","Newmont Corp","Basic Materials","Gold","USA",54743.88,,47.71,2.82%,5991388
338,"NFLX","Netflix Inc.","Communication Services","Entertainment","USA",270527.30,39.39,630.35,3.09%,3279615
339,"NI","NiSource Inc","Utilities","Utilities - Regulated Gas","USA",13920.03,19.05,31.05,-0.16%,3718985
340,"NKE","Nike, Inc.","Consumer Cyclical","Footwear & Accessories","USA",111244.94,19.91,74.19,2.16%,8824963
341,"NOC","Northrop Grumman Corp.","Industrials","Aerospace & Defense","USA",71855.55,32.06,491.32,0.32%,544372
342,"NOW","ServiceNow Inc","Technology","Software - Application","USA",164004.84,143.97,796.14,2.56%,1449013
343,"NRG","NRG Energy Inc.","Utilities","Utilities - Independent Power Producers","USA",16255.19,8.36,77.97,8.19%,4501734
344,"NSC","Norfolk Southern Corp.","Industrials","Railroads","USA",54722.98,30.59,242.03,0.85%,625207
345,"NTAP","Netapp Inc","Technology","Computer Hardware","USA",24506.86,25.64,119.22,2.57%,1185992
346,"NTRS","Northern Trust Corp.","Financial","Asset Management","USA",16836.94,11.44,83.50,0.68%,1151180
347,"NUE","Nucor Corp.","Basic Materials","Steel","USA",34921.04,10.51,145.65,0.32%,1204760
348,"NVDA","NVIDIA Corp","Technology","Semiconductors","USA",2582262.03,61.40,104.97,6.13%,390577277
349,"NVR","NVR Inc.","Consumer Cyclical","Residential Construction","USA",25950.26,17.41,8425.41,1.94%,15942
350,"NWS","News Corp","Communication Services","Entertainment","USA",14911.56,76.56,27.76,2.89%,920125
351,"NWSA","News Corp","Communication Services","Entertainment","USA",14385.15,73.86,26.78,2.84%,4232504
352,"NXPI","NXP Semiconductors NV","Technology","Semiconductors","Netherlands",62469.99,22.91,245.24,6.96%,2776025
353,"O","Realty Income Corp.","Real Estate","REIT - Retail","USA",52442.59,55.77,60.22,-0.10%,6669962
354,"ODFL","Old Dominion Freight Line, Inc.","Industrials","Trucking","USA",42002.80,33.60,196.00,1.48%,2529204
355,"OKE","Oneok Inc.","Energy","Oil & Gas Midstream","USA",49838.69,18.61,85.33,2.73%,2777010
356,"OMC","Omnicom Group, Inc.","Communication Services","Advertising Agencies","USA",18306.97,12.93,93.57,3.24%,1236743
357,"ON","ON Semiconductor Corp.","Technology","Semiconductors","USA",30940.44,16.45,72.23,8.80%,9541682
358,"ORCL","Oracle Corp.","Technology","Software - Infrastructure","USA",355395.72,34.79,128.96,2.43%,6238007
359,"ORLY","O'Reilly Automotive, Inc.","Consumer Cyclical","Specialty Retail","USA",66009.80,28.21,1120.90,1.07%,281674
360,"OTIS","Otis Worldwide Corp","Industrials","Specialty Industrial Machinery","USA",37103.87,25.85,92.63,0.17%,2477791
361,"OXY","Occidental Petroleum Corp.","Energy","Oil & Gas E&P","USA",53625.18,14.43,58.53,4.31%,13789466
362,"PANW","Palo Alto Networks Inc","Technology","Software - Infrastructure","USA",102764.40,46.20,317.37,4.33%,2218061
363,"PARA","Paramount Global","Communication Services","Entertainment","USA",6804.76,,10.21,-2.39%,14839764
364,"PAYC","Paycom Software Inc","Technology","Software - Application","USA",9148.02,19.20,159.29,4.29%,710340
365,"PAYX","Paychex Inc.","Industrials","Staffing & Employment Services","USA",44789.37,26.64,124.37,0.93%,2028041
366,"PCAR","Paccar Inc.","Industrials","Farm & Heavy Construction Machinery","USA",48899.24,9.88,93.28,1.79%,2338464
367,"PCG","PG&E Corp.","Utilities","Utilities - Regulated Electric","USA",38730.78,15.38,18.12,0.44%,13086619
368,"PEG","Public Service Enterprise Group Inc.","Utilities","Utilities - Regulated Electric","USA",39533.98,24.03,79.36,0.49%,2769387
369,"PEP","PepsiCo Inc","Consumer Defensive","Beverages - Non-Alcoholic","USA",236762.25,25.00,172.37,0.34%,5112234
370,"PFE","Pfizer Inc.","Healthcare","Drug Manufacturers - General","USA",162974.29,,28.76,-0.31%,32067673
371,"PFG","Principal Financial Group Inc","Financial","Asset Management","USA",17236.50,14.51,74.43,1.81%,1212695
