"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"AAN","Aarons Company Inc","Industrials","Rental & Leasing Services","USA",307.71,,10.02,0.20%,214856
2,"AAOI","Applied Optoelectronics Inc","Technology","Communication Equipment","USA",350.51,,8.57,24.75%,2650099
3,"AAT","American Assets Trust Inc","Real Estate","REIT - Diversified","USA",1535.90,28.45,25.22,-0.28%,249191
4,"ABCB","Ameris Bancorp","Financial","Banks - Regional","USA",3919.92,12.57,56.72,2.38%,209374
5,"ABG","Asbury Automotive Group Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",4725.83,12.03,234.30,3.11%,85963
6,"ABM","ABM Industries Inc.","Industrials","Specialty Business Services","USA",3289.25,13.71,52.41,0.83%,218527
7,"ABOS","Acumen Pharmaceuticals Inc","Healthcare","Biotechnology","USA",164.62,,2.74,3.01%,135553
8,"ABR","Arbor Realty Trust Inc.","Real Estate","REIT - Mortgage","USA",2547.31,9.49,13.51,1.81%,2008526
9,"ABSI","Absci Corp","Healthcare","Biotechnology","USA",426.31,,3.77,3.57%,690226
10,"ABUS","Arbutus Biopharma Corp","Healthcare","Biotechnology","USA",679.39,,3.60,2.56%,604150
11,"ACA","Arcosa Inc","Industrials","Engineering & Construction","USA",4004.84,27.24,82.10,3.78%,340783
12,"ACAD","Acadia Pharmaceuticals Inc","Healthcare","Biotechnology","USA",2596.43,88.04,15.72,3.59%,2474677
13,"ACCD","Accolade Inc","Healthcare","Health Information Services","USA",290.44,,3.63,1.97%,497652
14,"ACCO","Acco Brands Corporation","Industrials","Business Equipment & Supplies","USA",461.76,,4.82,3.88%,541019
15,"ACDC","ProFrac Holding Corp","Energy","Oil & Gas Equipment & Services","USA",976.43,,6.11,-15.21%,2194004
16,"ACEL","Accel Entertainment Inc","Consumer Cyclical","Gambling","USA",899.84,19.33,10.89,2.64%,162843
17,"ACHR","Archer Aviation Inc","Industrials","Aerospace & Defense","USA",1360.43,,3.99,3.91%,8977871
18,"ACHV","Achieve Life Sciences Inc.","Healthcare","Biotechnology","Canada",154.87,,4.51,2.38%,102727
19,"ACIC","American Coastal Insurance Corp","Financial","Insurance - Property & Casualty","USA",539.04,7.94,11.27,-3.26%,368767
20,"ACIW","ACI Worldwide Inc","Technology","Software - Infrastructure","USA",4846.80,27.41,46.31,2.09%,652173
21,"ACLS","Axcelis Technologies Inc","Technology","Semiconductor Equipment & Materials","USA",3745.75,15.82,114.83,11.83%,858549
22,"ACLX","Arcellx Inc","Healthcare","Biotechnology","USA",2813.03,,52.58,3.28%,549852
23,"ACMR","ACM Research Inc","Technology","Semiconductor Equipment & Materials","USA",1208.57,15.50,19.49,10.80%,2554225
24,"ACNB","ACNB Corp.","Financial","Banks - Regional","USA",323.19,10.34,37.80,2.58%,13328
25,"ACRE","Ares Commercial Real Estate Corp","Real Estate","REIT - Mortgage","USA",373.46,,6.85,-0.29%,653465
26,"ACRV","Acrivon Therapeutics Inc","Healthcare","Biotechnology","USA",221.72,,7.18,2.72%,44290
27,"ACT","Enact Holdings Inc","Financial","Insurance - Specialty","USA",5159.90,7.97,33.14,1.38%,132971
28,"ACTG","Acacia Research Corp","Industrials","Business Equipment & Supplies","USA",491.51,16.76,4.92,2.29%,284423
29,"ACVA","ACV Auctions Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",2979.87,,18.05,21.71%,2588172
30,"ADCT","Adc Therapeutics SA","Healthcare","Biotechnology","Switzerland",271.59,,2.81,2.55%,356416
31,"ADEA","Adeia Inc","Technology","Software - Application","USA",1150.10,26.93,11.03,5.35%,633610
32,"ADMA","Adma Biologics Inc","Healthcare","Biotechnology","USA",2825.76,,12.19,6.46%,4320188
33,"ADNT","Adient plc","Consumer Cyclical","Auto Parts","USA",1855.40,28.75,21.28,-0.88%,1609992
34,"ADPT","Adaptive Biotechnologies Corp","Healthcare","Biotechnology","USA",648.87,,4.40,5.01%,1176609
35,"ADTN","ADTRAN Holdings Inc","Technology","Communication Equipment","USA",387.69,,4.90,4.26%,835172
36,"ADUS","Addus HomeCare Corporation","Healthcare","Medical Care Facilities","USA",2252.91,29.57,124.47,1.84%,144455
37,"ADV","Advantage Solutions Inc.","Communication Services","Advertising Agencies","USA",1209.79,,3.76,-0.27%,551530
38,"ADVM","Adverum Biotechnologies Inc","Healthcare","Biotechnology","USA",143.66,,6.92,2.52%,314961
39,"AEHR","Aehr Test Systems","Technology","Semiconductor Equipment & Materials","USA",411.77,12.42,13.93,6.83%,834375
40,"AEIS","Advanced Energy Industries Inc.","Industrials","Electrical Equipment & Parts","USA",3745.90,41.46,99.44,3.93%,278224
41,"AEO","American Eagle Outfitters Inc.","Consumer Cyclical","Apparel Retail","USA",4093.60,18.88,20.84,3.84%,4525766
42,"AESI","Atlas Energy Solutions Inc.","Energy","Oil & Gas Equipment & Services","USA",2193.01,19.42,19.96,4.18%,669888
43,"AEVA","Aeva Technologies Inc","Technology","Software - Infrastructure","USA",151.68,,2.87,2.14%,341094
44,"AEYE","AudioEye Inc","Technology","Software - Application","USA",252.69,,21.27,6.14%,86240
45,"AFCG","AFC Gamma Inc","Real Estate","REIT - Specialty","USA",200.50,13.35,9.70,3.19%,271901
46,"AFRI","Forafric Global PLC","Consumer Defensive","Farm Products","United Kingdom",287.62,,10.70,1.71%,5647
47,"AGEN","Agenus Inc","Healthcare","Biotechnology","USA",110.88,,5.28,3.94%,329690
48,"AGIO","Agios Pharmaceuticals Inc","Healthcare","Biotechnology","USA",2491.21,,43.79,2.87%,474434
49,"AGL","Agilon Health Inc","Healthcare","Medical Care Facilities","USA",2304.29,,5.60,-0.71%,3396199
50,"AGM","Federal Agricultural Mortgage Corp.","Financial","Credit Services","USA",1945.02,10.91,178.77,1.84%,32876
51,"AGS","PlayAGS Inc","Consumer Cyclical","Gambling","USA",455.75,95.21,11.34,-0.26%,275816
52,"AGX","Argan, Inc.","Industrials","Engineering & Construction","USA",940.37,25.04,70.44,1.65%,73592
53,"AGYS","Agilysys, Inc","Technology","Software - Application","USA",3031.67,30.10,108.74,3.30%,166451
54,"AHCO","AdaptHealth Corp","Healthcare","Medical Devices","USA",1274.78,,9.48,4.41%,2027133
55,"AHH","Armada Hoffler Properties Inc","Real Estate","REIT - Diversified","USA",1012.04,,11.42,-0.52%,321669
56,"AHR","American Healthcare REIT Inc","Real Estate","REIT - Healthcare Facilities","USA",2199.87,,16.71,1.70%,1788214
57,"AI","C3.ai Inc","Technology","Software - Application","USA",3101.78,,24.85,6.20%,2570178
58,"AILE","iLearningEngines Inc.","Technology","Software - Infrastructure","USA",69.31,,5.96,3.65%,143091
59,"AIN","Albany International Corp.","Consumer Cyclical","Textile Manufacturing","USA",2779.30,25.48,89.08,1.92%,157422
60,"AIOT","PowerFleet Inc","Technology","Software - Infrastructure","USA",507.77,,4.73,1.50%,891414
61,"AIP","Arteris Inc","Technology","Semiconductors","USA",278.35,,7.09,5.98%,121676
62,"AIR","AAR Corp.","Industrials","Aerospace & Defense","USA",2158.53,46.50,60.21,3.15%,213745
63,"AIRS","Airsculpt Technologies Inc","Healthcare","Medical Care Facilities","USA",226.83,156.97,3.94,2.07%,34228
64,"AISP","Airship AI Holdings Inc","Technology","Software - Infrastructure","USA",71.46,4.62,3.01,-2.59%,265410
65,"AIT","Applied Industrial Technologies Inc.","Industrials","Industrial Distribution","USA",7594.94,20.64,196.76,2.01%,251682
66,"AIV","Apartment Investment & Management Co.","Real Estate","REIT - Residential","USA",1248.43,,8.62,-1.49%,1367250
67,"AKA","a.k.a. Brands Holding Corp","Consumer Cyclical","Apparel Retail","USA",177.11,,16.90,16.79%,9068
68,"AKBA","Akebia Therapeutics Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",249.42,,1.19,7.21%,2224112
69,"AKR","Acadia Realty Trust","Real Estate","REIT - Retail","USA",2257.22,3456.45,21.43,1.13%,1098827
70,"AKRO","Akero Therapeutics Inc","Healthcare","Biotechnology","USA",1723.91,,24.93,5.28%,474670
71,"AKYA","Akoya Biosciences Inc","Healthcare","Medical Instruments & Supplies","USA",103.45,,2.09,6.63%,172925
72,"ALCO","Alico Inc.","Consumer Defensive","Farm Products","USA",211.96,8.12,27.78,0.87%,10019
73,"ALDX","Aldeyra Therapeutics Inc","Healthcare","Biotechnology","USA",248.97,,4.19,28.53%,4751686
74,"ALE","Allete, Inc.","Utilities","Utilities - Diversified","USA",3705.82,16.72,64.17,0.44%,289652
75,"ALEC","Alector Inc","Healthcare","Biotechnology","USA",491.54,,5.10,3.87%,486269
76,"ALEX","Alexander & Baldwin Inc.","Real Estate","REIT - Retail","USA",1389.95,34.66,19.14,1.27%,269199
77,"ALG","Alamo Group Inc.","Industrials","Farm & Heavy Construction Machinery","USA",2109.05,16.56,174.88,3.31%,74226
78,"ALGT","Allegiant Travel","Industrials","Airlines","USA",748.47,,40.90,4.52%,444642
79,"ALHC","Alignment Healthcare Inc","Healthcare","Healthcare Plans","USA",1610.75,,8.42,-3.77%,681514
80,"ALIM","Alimera Sciences Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",293.48,,5.57,0.36%,136994
81,"ALIT","Alight Inc.","Technology","Software - Application","USA",3733.25,,6.90,1.62%,5229820
82,"ALKS","Alkermes plc","Healthcare","Drug Manufacturers - Specialty & Generic","Ireland",4404.92,15.85,26.75,1.17%,1699097
83,"ALKT","Alkami Technology Inc","Technology","Software - Application","USA",3335.96,,33.70,5.21%,350323
84,"ALLO","Allogene Therapeutics Inc","Healthcare","Biotechnology","USA",492.72,,2.36,-4.45%,2620996
85,"ALNT","Allient Inc","Technology","Electronic Components","USA",343.32,17.61,20.46,-14.25%,378730
86,"ALRM","Alarm.com Holdings Inc","Technology","Software - Application","USA",3292.46,38.80,65.60,1.91%,505947
87,"ALRS","Alerus Financial Corp","Financial","Banks - Regional","USA",414.92,58.31,20.84,2.11%,25413
88,"ALT","Altimmune Inc","Healthcare","Biotechnology","USA",448.80,,6.33,15.09%,5593280
89,"ALTG","Alta Equipment Group Inc","Industrials","Rental & Leasing Services","USA",212.49,,6.41,-21.73%,1682870
90,"ALTI","AlTi Global Inc","Financial","Asset Management","USA",273.33,,3.81,0.13%,186262
91,"ALTM","Arcadium Lithium PLC","Basic Materials","Specialty Chemicals","Ireland",2989.08,,2.78,3.73%,9433903
92,"ALTR","Altair Engineering Inc","Technology","Software - Infrastructure","USA",7353.51,296.02,89.22,4.47%,398306
93,"ALX","Alexander's Inc.","Real Estate","REIT - Retail","USA",1127.01,21.96,220.55,-0.24%,7234
94,"ALXO","Alx Oncology Holdings Inc","Healthcare","Biotechnology","USA",137.02,,2.63,2.33%,1501530
95,"AMAL","Amalgamated Financial Corp","Financial","Banks - Regional","USA",880.59,8.91,28.74,2.64%,153360
96,"AMBA","Ambarella Inc","Technology","Semiconductor Equipment & Materials","USA",1767.90,,43.13,8.39%,535287
97,"AMBC","AMBAC Financial Group Inc.","Financial","Insurance - Specialty","USA",501.92,6.70,10.58,0.47%,659767
98,"AMBP","Ardagh Metal Packaging S.A.","Consumer Cyclical","Packaging & Containers","Luxembourg",1966.27,,3.29,-2.08%,834616
99,"AMC","AMC Entertainment Holdings Inc","Communication Services","Entertainment","USA",1835.71,,5.08,5.39%,9950143
100,"AMCX","AMC Networks Inc","Communication Services","Entertainment","USA",453.61,2.88,10.30,-1.44%,1326656
101,"AMK","Assetmark Financial Holdings Inc","Financial","Asset Management","USA",2600.34,18.17,34.75,0.14%,469201
102,"AMN","AMN Healthcare Services Inc.","Healthcare","Medical Care Facilities","USA",2363.98,16.74,62.21,3.63%,779774
103,"AMPH","Amphastar Pharmaceuticals Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",2154.53,14.03,44.06,13.29%,789170
104,"AMPL","Amplitude Inc","Technology","Software - Application","USA",972.28,,7.98,2.57%,408042
105,"AMPS","Altus Power Inc","Utilities","Utilities - Renewable","USA",564.38,,3.53,4.13%,1132167
106,"AMPX","Amprius Technologies Inc","Industrials","Electrical Equipment & Parts","USA",130.64,,1.21,14.15%,695978
107,"AMPY","Amplify Energy Corp.","Energy","Oil & Gas E&P","USA",297.47,11.45,7.51,15.54%,1271241
108,"AMR","Alpha Metallurgical Resources Inc","Basic Materials","Coking Coal","USA",3335.59,7.62,256.19,1.44%,205818
109,"AMRC","Ameresco Inc.","Industrials","Engineering & Construction","USA",1515.24,27.03,28.95,3.69%,382220
110,"AMRK","A-Mark Precious Metals Inc","Financial","Capital Markets","USA",796.57,10.68,34.80,1.93%,170463
111,"AMRX","Amneal Pharmaceuticals Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",2398.21,,7.77,14.10%,2631341
112,"AMSC","American Superconductor Corp.","Industrials","Specialty Industrial Machinery","USA",778.26,,20.32,8.61%,772614
113,"AMSF","Amerisafe Inc","Financial","Insurance - Specialty","USA",890.76,15.72,46.71,-0.55%,89870
114,"AMSWA","American Software Inc.","Technology","Software - Application","USA",343.45,37.47,10.32,0.19%,154218
115,"AMTB","Amerant Bancorp Inc","Financial","Banks - Regional","USA",660.09,32.65,19.71,3.46%,89443
116,"AMTX","Aemetis Inc","Energy","Oil & Gas Refining & Marketing","USA",121.30,,2.57,1.98%,471031
117,"AMWD","American Woodmark Corp.","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",1390.63,12.50,89.20,1.05%,114352
118,"ANAB","AnaptysBio Inc","Healthcare","Biotechnology","USA",922.05,,33.59,6.50%,186126
119,"ANDE","Andersons Inc.","Consumer Defensive","Food Distribution","USA",1639.51,16.14,48.15,1.90%,162323
120,"ANF","Abercrombie & Fitch Co.","Consumer Cyclical","Apparel Retail","USA",7210.60,17.56,141.08,7.24%,1223558
121,"ANGO","Angiodynamic Inc","Healthcare","Medical Instruments & Supplies","USA",305.73,,7.59,5.12%,263603
122,"ANIK","Anika Therapeutics Inc.","Healthcare","Medical Instruments & Supplies","USA",381.60,,25.68,-1.04%,24054
123,"ANIP","ANI Pharmaceuticals Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",1183.34,46.14,56.43,-1.02%,2134050
124,"ANNX","Annexon Inc","Healthcare","Biotechnology","USA",578.70,,5.49,1.86%,828382
125,"ANRO","Alto Neuroscience Inc.","Healthcare","Biotechnology","USA",244.61,,9.10,2.59%,130839
126,"AOMR","Angel Oak Mortgage REIT Inc","Real Estate","REIT - Mortgage","USA",307.25,6.22,12.29,-0.65%,77171
127,"AORT","Artivion Inc","Healthcare","Medical Devices","USA",1057.02,,25.33,0.72%,275621
128,"AOSL","Alpha & Omega Semiconductor Ltd","Technology","Semiconductors","USA",1004.50,,35.00,4.57%,928368
129,"APAM","Artisan Partners Asset Management Inc","Financial","Asset Management","USA",2705.13,11.90,38.70,1.74%,396197
130,"APEI","American Public Education Inc","Consumer Defensive","Education & Training Services","USA",234.70,54.30,13.26,7.80%,527939
131,"APGE","Apogee Therapeutics Inc.","Healthcare","Biotechnology","USA",1500.99,,40.36,-1.25%,398787
132,"APLD","Applied Digital Corporation","Technology","Information Technology Services","USA",606.72,,4.14,6.15%,3732959
133,"APLE","Apple Hospitality REIT Inc","Real Estate","REIT - Hotel & Motel","USA",3377.58,16.05,14.03,0.21%,1347796
134,"APLT","Applied Therapeutics Inc","Healthcare","Biotechnology","USA",737.04,,6.45,4.03%,1357856
135,"APOG","Apogee Enterprises Inc.","Industrials","Building Products & Equipment","USA",1347.82,12.64,61.46,0.67%,96456
136,"APPN","Appian Corp","Technology","Software - Infrastructure","USA",2050.89,,28.39,4.99%,578824
137,"APPS","Digital Turbine Inc","Technology","Software - Application","USA",295.46,,2.88,61.80%,69507498
138,"AQST","Aquestive Therapeutics Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",299.59,,3.29,-4.08%,1458656
139,"ARAY","Accuray Inc","Healthcare","Medical Devices","USA",150.84,,1.52,1.33%,263357
140,"ARCB","ArcBest Corp","Industrials","Trucking","USA",2507.61,20.14,106.03,2.49%,194194
141,"ARCH","Arch Resources Inc","Basic Materials","Coking Coal","USA",2368.30,9.51,130.99,0.38%,323818
142,"ARCT","Arcturus Therapeutics Holdings Inc","Healthcare","Biotechnology","USA",508.08,,18.79,0.32%,400869
143,"ARDX","Ardelyx Inc","Healthcare","Biotechnology","USA",1381.97,,5.87,5.77%,3545428
144,"ARHS","Arhaus Inc","Consumer Cyclical","Home Improvement Retail","USA",1698.36,19.25,12.10,-12.57%,8588447
145,"ARI","Apollo Commercial Real Estate Finance Inc","Real Estate","REIT - Mortgage","USA",1407.02,178.11,10.17,1.90%,1058227
146,"ARIS","Aris Water Solutions Inc","Utilities","Utilities - Regulated Water","USA",439.92,19.15,14.40,1.05%,780943
147,"ARKO","ARKO Corp","Consumer Cyclical","Specialty Retail","USA",744.40,25.33,6.43,-1.98%,409882
148,"ARL","American Realty Investors Inc.","Real Estate","Real Estate Services","USA",266.31,97.17,16.49,4.70%,7593
149,"ARLO","Arlo Technologies Inc","Industrials","Building Products & Equipment","USA",1317.33,,13.50,5.80%,1165259
150,"AROC","Archrock Inc","Energy","Oil & Gas Equipment & Services","USA",3209.86,21.52,19.00,2.93%,1897475
151,"AROW","Arrow Financial Corp.","Financial","Banks - Regional","USA",464.93,14.83,27.84,1.31%,31730
152,"ARQ","Arq Inc","Industrials","Pollution & Treatment Controls","USA",202.54,,5.62,2.93%,85829
153,"ARQT","Arcutis Biotherapeutics Inc","Healthcare","Biotechnology","USA",1034.89,,8.94,1.02%,3154556
154,"ARR","ARMOUR Residential REIT Inc","Real Estate","REIT - Mortgage","USA",985.64,,20.21,0.70%,884938
155,"ARRY","Array Technologies Inc","Technology","Solar","USA",1364.41,24.10,8.99,3.81%,9321736
156,"ARVN","Arvinas Inc","Healthcare","Biotechnology","USA",1714.88,,24.98,2.50%,1682859
157,"ARWR","Arrowhead Pharmaceuticals Inc.","Healthcare","Biotechnology","USA",3210.57,,25.85,3.40%,2249944
158,"ASAN","Asana Inc","Technology","Software - Application","USA",2917.53,,12.79,3.40%,1741026
159,"ASB","Associated Banc-Corp.","Financial","Banks - Regional","USA",3084.40,17.56,20.44,1.84%,842919
160,"ASC","Ardmore Shipping Corp","Industrials","Marine Shipping","Bermuda",813.73,5.57,19.50,1.72%,441503
161,"ASGN","ASGN Inc","Technology","Information Technology Services","USA",3972.42,21.51,88.67,4.13%,247314
162,"ASIX","AdvanSix Inc","Basic Materials","Chemicals","USA",751.35,92.38,28.13,1.19%,142074
163,"ASLE","AerSale Corp","Industrials","Airports & Air Services","USA",276.18,,5.21,-6.29%,936443
164,"ASO","Academy Sports and Outdoors Inc","Consumer Cyclical","Specialty Retail","USA",3573.32,7.57,49.54,3.68%,1301990
165,"ASPI","ASP Isotopes Inc","Basic Materials","Chemicals","USA",142.41,,2.16,2.86%,709541
166,"ASPN","Aspen Aerogels Inc.","Industrials","Building Products & Equipment","USA",1634.39,,21.46,16.00%,5428781
167,"ASTE","Astec Industries Inc.","Industrials","Farm & Heavy Construction Machinery","USA",722.72,,31.74,1.63%,123014
168,"ASTH","Astrana Health Inc.","Healthcare","Medical Care Facilities","USA",2388.88,32.51,46.85,1.06%,256798
169,"ASTS","AST SpaceMobile Inc","Technology","Communication Equipment","USA",3378.13,,22.32,13.65%,13245865
170,"ASUR","Asure Software Inc","Technology","Software - Application","USA",217.24,,8.21,1.36%,370167
171,"ATEC","Alphatec Holdings Inc","Healthcare","Medical Devices","USA",889.11,,6.33,3.77%,4527027
172,"ATEN","A10 Networks Inc","Technology","Software - Infrastructure","USA",942.58,22.04,12.76,3.15%,993119
173,"ATEX","Anterix Inc","Communication Services","Telecom Services","USA",719.06,,38.68,4.46%,211802
174,"ATGE","Adtalem Global Education Inc","Consumer Defensive","Education & Training Services","USA",2695.21,20.79,71.51,4.78%,654870
175,"ATKR","Atkore Inc","Industrials","Electrical Equipment & Parts","USA",3415.31,6.69,95.24,-1.17%,2609513
176,"ATLC","Atlanticus Holdings Corp","Financial","Credit Services","USA",455.53,7.25,30.80,6.24%,18477
177,"ATLO","Ames National Corp.","Financial","Banks - Regional","USA",171.62,18.02,19.09,4.95%,9583
178,"ATMU","Atmus Filtration Technologies Inc","Industrials","Pollution & Treatment Controls","USA",2713.37,15.61,32.55,5.99%,1081964
179,"ATNI","ATN International Inc","Communication Services","Telecom Services","USA",398.78,,26.03,0.12%,42377
180,"ATNM","Actinium Pharmaceuticals Inc","Healthcare","Biotechnology","USA",75.07,,2.41,14.76%,1672010
181,"ATOS","Atossa Therapeutics Inc","Healthcare","Biotechnology","USA",150.91,,1.20,3.45%,449776
182,"ATRC","Atricure Inc","Healthcare","Medical Instruments & Supplies","USA",1046.56,,21.49,5.65%,664837
183,"ATRI","Atrion Corp.","Healthcare","Medical Instruments & Supplies","USA",807.17,43.15,458.62,0.02%,29217
184,"ATRO","Astronics Corp.","Industrials","Aerospace & Defense","USA",662.66,,19.02,3.54%,184850
185,"ATSG","Air Transport Services Group Inc","Industrials","Airlines","USA",871.45,21.06,13.26,0.23%,358077
186,"ATXS","Astria Therapeutics Inc","Healthcare","Biotechnology","USA",546.35,,9.95,3.11%,183765
187,"AUB","Atlantic Union Bankshares Corp","Financial","Banks - Regional","USA",3304.80,16.22,36.81,1.40%,290196
188,"AUPH","Aurinia Pharmaceuticals Inc","Healthcare","Biotechnology","Canada",782.16,,5.47,2.82%,1196860
189,"AUR","Aurora Innovation Inc","Technology","Information Technology Services","USA",5949.32,,3.53,6.65%,8181390
190,"AURA","Aura Biosciences Inc","Healthcare","Biotechnology","USA",419.60,,8.47,3.42%,143669
191,"AVA","Avista Corp.","Utilities","Utilities - Diversified","USA",2974.35,15.37,38.04,-0.58%,796911
192,"AVAH","Aveanna Healthcare Holdings Inc","Healthcare","Medical Care Facilities","USA",872.44,,4.53,32.22%,525853
193,"AVAV","AeroVironment Inc.","Industrials","Aerospace & Defense","USA",4962.98,79.89,176.43,5.63%,257955
194,"AVBP","ArriVent BioPharma Inc.","Healthcare","Biotechnology","USA",765.25,,22.85,5.06%,66764
195,"AVD","American Vanguard Corp.","Basic Materials","Agricultural Inputs","USA",229.16,32.87,8.19,4.07%,288831
196,"AVDL","Avadel Pharmaceuticals plc","Healthcare","Drug Manufacturers - Specialty & Generic","Ireland",1514.19,,15.74,-2.24%,2382181
197,"AVDX","AvidXchange Holdings Inc","Technology","Software - Infrastructure","USA",1633.70,,7.86,3.83%,2732758
198,"AVIR","Atea Pharmaceuticals Inc","Healthcare","Biotechnology","USA",294.77,,3.50,7.03%,207940
199,"AVNS","Avanos Medical Inc","Healthcare","Medical Devices","USA",1057.77,138.67,23.02,2.36%,361188
200,"AVNT","Avient Corp","Basic Materials","Specialty Chemicals","USA",4107.12,35.47,44.98,3.57%,449334
201,"AVNW","Aviat Networks Inc","Technology","Communication Equipment","USA",357.37,25.40,28.43,4.14%,54908
202,"AVO","Mission Produce Inc","Consumer Defensive","Food Distribution","USA",718.32,40.81,10.13,0.50%,93189
203,"AVPT","AvePoint Inc","Technology","Software - Infrastructure","USA",1884.40,,10.17,4.31%,1579408
204,"AVTE","Aerovate Therapeutics Inc","Healthcare","Biotechnology","USA",48.99,,1.70,1.80%,255541
205,"AVXL","Anavex Life Sciences Corporation","Healthcare","Biotechnology","USA",563.07,,6.64,9.21%,811753
206,"AWR","American States Water Co.","Utilities","Utilities - Regulated Water","USA",3066.10,28.50,81.85,-1.04%,168394
207,"AX","Axos Financial Inc.","Financial","Banks - Regional","USA",3755.46,8.55,65.92,2.01%,370815
208,"AXGN","Axogen Inc.","Healthcare","Medical Devices","USA",467.59,,10.70,35.10%,2629955
209,"AXL","American Axle & Manufacturing Holdings Inc","Consumer Cyclical","Auto Parts","USA",729.99,,6.21,2.31%,1528156
210,"AXNX","Axonics Inc","Healthcare","Medical Devices","USA",3503.76,,68.54,0.13%,303151
211,"AXSM","Axsome Therapeutics Inc","Healthcare","Biotechnology","USA",4080.00,,85.00,1.37%,489901
212,"AZZ","AZZ Inc","Industrials","Specialty Business Services","USA",2213.24,114.55,74.22,2.95%,89238
213,"B","Barnes Group Inc.","Industrials","Specialty Industrial Machinery","USA",1926.21,,37.94,2.57%,166531
214,"BAER","Bridger Aerospace Group Holdings Inc","Industrials","Security & Protection Services","USA",167.49,,3.15,2.61%,11894
215,"BALY","Ballys Corporation","Consumer Cyclical","Resorts & Casinos","USA",691.93,,17.03,0.18%,666099
216,"BANC","Banc of California Inc","Financial","Banks - Regional","USA",2210.70,,13.13,2.50%,1538034
217,"BAND","Bandwidth Inc","Technology","Software - Infrastructure","USA",421.90,,15.62,1.23%,242913
218,"BANF","Bancfirst Corp.","Financial","Banks - Regional","USA",3277.90,16.56,99.27,2.16%,56327
219,"BANR","Banner Corp.","Financial","Banks - Regional","USA",1856.02,11.20,53.86,1.53%,112943
220,"BARK","BARK Inc","Consumer Cyclical","Specialty Retail","USA",273.76,,1.53,16.79%,1012753
221,"BASE","Couchbase Inc","Technology","Software - Infrastructure","USA",892.50,,17.74,3.50%,218628
222,"BATRA","Atlanta Braves Holdings Inc","Communication Services","Entertainment","USA",2791.64,,45.07,2.62%,61879
223,"BATRK","Atlanta Braves Holdings Inc","Communication Services","Entertainment","USA",2642.98,,42.67,1.74%,220072
224,"BBAI","BigBear.ai Holdings Inc","Technology","Information Technology Services","USA",303.53,,1.23,3.36%,2414513
225,"BBCP","Concrete Pumping Holdings Inc","Industrials","Engineering & Construction","USA",324.72,19.66,6.00,-1.15%,70046
226,"BBIO","BridgeBio Pharma Inc","Healthcare","Biotechnology","USA",4602.97,,24.48,2.34%,1028774
227,"BBSI","Barrett Business Services Inc.","Industrials","Staffing & Employment Services","USA",916.47,19.17,35.06,1.48%,165675
228,"BBUC","Brookfield Business Corp","Financial","Asset Management","USA",2054.93,3.91,20.78,4.32%,35304
229,"BBW","Build A Bear Workshop Inc","Consumer Cyclical","Specialty Retail","USA",338.48,7.03,24.51,0.16%,138398
230,"BCAL","California BanCorp.","Financial","Banks - Regional","USA",467.99,16.96,14.57,0.48%,87131
231,"BCBP","BCB Bancorp Inc (NJ)","Financial","Banks - Regional","USA",192.61,9.45,11.31,2.82%,20148
232,"BCC","Boise Cascade Co","Basic Materials","Building Materials","USA",4937.39,11.07,126.86,2.17%,309903
233,"BCML","BayCom Corp","Financial","Banks - Regional","USA",239.96,10.05,21.33,1.81%,18103
234,"BCO","Brink's Co.","Industrials","Security & Protection Services","USA",4256.60,32.25,95.74,0.98%,427045
235,"BCPC","Balchem Corp.","Basic Materials","Specialty Chemicals","USA",5455.76,46.89,168.18,3.27%,83901
236,"BCRX","Biocryst Pharmaceuticals Inc.","Healthcare","Biotechnology","USA",1648.91,,7.97,7.12%,2532397
237,"BDC","Belden Inc","Technology","Communication Equipment","USA",3868.38,20.16,94.79,3.48%,257920
238,"BDN","Brandywine Realty Trust","Real Estate","REIT - Office","USA",825.17,,4.79,1.05%,854088
239,"BDTX","Black Diamond Therapeutics Inc","Healthcare","Biotechnology","USA",273.74,,4.84,6.25%,324363
240,"BE","Bloom Energy Corp","Industrials","Electrical Equipment & Parts","USA",2392.79,,10.54,6.46%,6319397
241,"BEAM","Beam Therapeutics Inc","Healthcare","Biotechnology","USA",2053.08,,24.91,1.84%,524442
242,"BECN","Beacon Roofing Supply Inc","Industrials","Industrial Distribution","USA",5163.05,,83.45,2.70%,732126
243,"BELFB","Bel Fuse Inc.","Technology","Electronic Components","USA",768.20,11.77,62.71,2.25%,51683
244,"BFC","Bank First Corp","Financial","Banks - Regional","USA",861.74,10.82,85.49,2.51%,18294
245,"BFH","Bread Financial Holdings Inc","Financial","Credit Services","USA",2371.23,4.96,47.73,5.67%,869105
246,"BFS","Saul Centers, Inc.","Real Estate","REIT - Retail","USA",926.98,21.56,38.40,1.61%,66851
